loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
13400, 60 months,25.83,399.86,G,G2,DESIGNER,10+ years,MORTGAGE,56000,Verified,Nov-14,Charged Off,debt_consolidation,Debt consolidation,28.05,Jun-01,23,0,28845,84.5,44,w,INDIVIDUAL,6,0,"0326 Jacob Via
Jacksonstad, MI 93700"
24250, 60 months,18.64,624.27,E,E1,Keystone Automotive Operations,10+ years,MORTGAGE,46200,Verified,Dec-11,Fully Paid,debt_consolidation,consolidation loan,21.32,Jan-98,9,0,18894,90,22,f,INDIVIDUAL,,0,"7371 Holland Circles Suite 244
Gibsonport, WV 48052"
21000, 36 months,12.12,698.71,B,B3,,7 years,RENT,150000,Source Verified,Mar-13,Fully Paid,debt_consolidation,first loan,10.03,May-03,9,0,40982,59.6,20,f,INDIVIDUAL,0,0,"3239 Michael Vista Suite 848
East Amanda, IL 70466"
17000, 36 months,7.51,528.89,A,A3,Black Horse Pike Regional School Distric,10+ years,MORTGAGE,87000,Verified,Oct-11,Fully Paid,debt_consolidation,Personal,12.54,Oct-78,15,0,17523,33.5,35,f,INDIVIDUAL,,0,"9919 Thomas Shore Suite 574
West Allison, VT 00813"
9100, 36 months,13.99,310.98,C,C4,Store manager,9 years,RENT,41000,Source Verified,Oct-15,Charged Off,debt_consolidation,Debt consolidation,11.8,Feb-01,6,1,1355,10.8,12,w,INDIVIDUAL,0,1,"1465 Giles Ranch Suite 073
Wyattshire, OH 70466"
26000, 36 months,15.22,904.11,C,C3,HHC 40th ESB (US Army),10+ years,RENT,59500,Verified,Aug-13,Fully Paid,credit_card,Consolidation,11.25,Jul-94,8,0,24655,92.6,15,f,INDIVIDUAL,0,0,"2360 Stephanie Lane Suite 533
Garciafort, NM 22690"
30000, 36 months,15.31,1044.52,C,C2,Alice G. Alatorre DDS.,9 years,MORTGAGE,108000,Verified,Dec-12,Charged Off,debt_consolidation,Debt consolidation,7.25,May-98,8,0,19430,84.8,15,w,INDIVIDUAL,0,0,"453 Murray Stream
South Cathyfort, IL 93700"
15000, 36 months,6.62,460.56,A,A2,Capital One,6 years,MORTGAGE,83000,Verified,Jun-13,Fully Paid,major_purchase,Loan,10.52,Jun-06,11,0,2213,4.7,22,w,INDIVIDUAL,1,0,"454 Hernandez Rapid Suite 604
Port Laurenburgh, WI 29597"
8000, 36 months,12.35,267.06,B,B4,Sally beauty supply,7 years,RENT,27000,Verified,Aug-13,Fully Paid,home_improvement,The trailer,10.4,Oct-06,6,0,9027,59.8,9,w,INDIVIDUAL,0,0,"510 Sarah Terrace
Lake Cynthialand, MS 00813"
8000, 36 months,12.99,269.52,B,B4,Production Administrator,8 years,MORTGAGE,25000,Not Verified,Oct-13,Fully Paid,credit_card,Fiscal Responsibility,15.36,Dec-02,8,1,11024,56.2,18,w,INDIVIDUAL,5,1,"133 Erin Center Apt. 469
South Jennifer, MI 05113"
11200, 60 months,15.31,268.28,C,C5,Production Operator,9 years,RENT,106000,Source Verified,May-16,Fully Paid,major_purchase,Major purchase,11.82,Aug-93,10,1,2524,11.1,30,f,INDIVIDUAL,2,1,"09693 Smith Alley Apt. 461
East Miranda, CT 00813"
12000, 36 months,7.69,374.33,A,A4,Maintenance,10+ years,MORTGAGE,45000,Not Verified,Sep-14,Fully Paid,credit_card,Credit card refinancing,19.12,Apr-01,11,0,5931,29.8,37,f,INDIVIDUAL,2,0,"2606 Kenneth Grove Apt. 292
South Jenniferhaven, WV 70466"
6600, 36 months,19.53,243.71,D,D5,Legal Secretary,10+ years,MORTGAGE,48000,Source Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,34.3,Nov-01,23,1,13712,66.2,39,f,INDIVIDUAL,2,1,"9480 Tyler Brook
Port Emilyborough, NY 30723"
5000, 36 months,10.16,161.72,B,B1,Incomm,6 years,RENT,54000,Not Verified,Nov-12,Fully Paid,debt_consolidation,creditbuild1,20.56,Feb-03,10,0,18470,69.2,18,f,INDIVIDUAL,0,0,"0658 Reese Run Apt. 912
South Rachel, NY 30723"
5000, 36 months,7.62,155.81,A,A3,Systems Administrator,10+ years,OWN,55000,Not Verified,Nov-13,Fully Paid,debt_consolidation,Debt consolidation,1.96,Jun-93,8,0,3602,13.8,13,w,INDIVIDUAL,2,0,"Unit 4847 Box 9014
DPO AE 29597"
14000, 36 months,9.75,450.1,B,B3,line worker,10+ years,MORTGAGE,47000,Verified,Apr-16,Fully Paid,debt_consolidation,Debt consolidation,21.48,Mar-01,10,0,8550,40.5,38,w,INDIVIDUAL,0,0,"664 Alexander Circle Suite 078
Lake Leah, FL 29597"
26575, 36 months,16.55,941.54,D,D2,Train Operator,1 year,RENT,70000,Source Verified,Mar-15,Fully Paid,debt_consolidation,Debt consolidation,9.32,Oct-99,10,0,21936,68.8,24,f,INDIVIDUAL,0,0,"53673 Amanda Stravenue
New Patrickburgh, OK 30723"
8000, 36 months,12.99,269.52,B,B4,Principal,10+ years,MORTGAGE,110000,Verified,Oct-13,Fully Paid,debt_consolidation,Consolidation ,21.77,Sep-92,18,0,52572,84.9,31,f,INDIVIDUAL,3,0,"932 Reed Track Suite 467
North Anna, CA 70466"
6500, 36 months,7.9,203.39,A,A4,Resident Service Director,< 1 year,MORTGAGE,43000,Source Verified,Apr-14,Fully Paid,credit_card,Credit card refinancing,18.87,Nov-92,16,0,6248,23.8,50,w,INDIVIDUAL,3,0,"149 Duffy Road
Davisfurt, OR 48052"
19725, 60 months,13.68,455.71,C,C1,Virginia Commonwealth University,2 years,MORTGAGE,73410,Verified,Sep-13,Fully Paid,debt_consolidation,consolidation,22.23,Dec-01,8,0,31123,82.3,11,f,INDIVIDUAL,1,0,"5255 John Hill Apt. 143
North Chelsea, NE 70466"
18525, 36 months,15.88,650.19,C,C4,UGHS AUTIMIS BILLING INC,1 year,MORTGAGE,42000,Verified,Jul-13,Fully Paid,debt_consolidation,FREEDOM 2,12.97,Jun-83,7,0,6665,41.9,10,f,INDIVIDUAL,1,0,"64445 Jessica Mountains Apt. 496
Lake Kimberly, NJ 70466"
5400, 36 months,17.1,192.8,C,C5,Solutions Architect,5 years,MORTGAGE,153000,Not Verified,Dec-13,Fully Paid,debt_consolidation,Home Improvement,17.9,Jun-03,21,0,35490,79.8,29,f,INDIVIDUAL,2,0,"5785 Hernandez Divide
Lake Wandashire, NE 22690"
33600, 60 months,16.29,822.28,D,D2,Analyst,3 years,MORTGAGE,145000,Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,11.24,Oct-01,14,0,50348,63.5,62,w,INDIVIDUAL,4,0,"1274 Parker Squares
Kevinbury, AR 29597"
28000, 60 months,17.86,708.89,D,D5,Director special projects,4 years,MORTGAGE,120000,Source Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,20.98,Jul-99,9,0,26373,92.2,25,f,INDIVIDUAL,4,0,"17089 Compton Track Apt. 734
Port Michelechester, VA 30723"
35000, 36 months,14.65,1207.3,C,C5,Teacher,10+ years,MORTGAGE,95000,Source Verified,Oct-15,Fully Paid,credit_card,Credit card refinancing,13.2,Sep-97,10,0,15437,42.1,25,w,INDIVIDUAL,3,0,"50540 Joshua Islands Suite 375
Randallville, MI 00813"
8400, 36 months,6.92,259.07,A,A4,Sales Rep.,3 years,RENT,105000,Source Verified,Feb-15,Fully Paid,credit_card,Credit card refinancing,6.89,Sep-03,5,2,6024,76.3,12,f,INDIVIDUAL,1,1,"36037 Steven River
West Nicolebury, MN 22690"
30000, 60 months,23.83,860.09,F,F5,Victorian Senior Care,10+ years,MORTGAGE,72500,Verified,Nov-12,Charged Off,debt_consolidation,Debt Consolodation,14.09,Nov-93,7,0,6875,94.2,32,f,INDIVIDUAL,4,0,"8219 Dennis Station Apt. 722
Bateston, LA 70466"
28000, 60 months,13.67,646.74,C,C4,Vice President,1 year,MORTGAGE,104000,Verified,Dec-15,Charged Off,credit_card,Credit card refinancing,20.03,Feb-93,14,1,28164,77,19,w,INDIVIDUAL,2,0,"8367 Santos Lodge
Robinsonmouth, VA 70466"
12525, 36 months,24.99,497.93,F,F4,Driver,2 years,RENT,70000,Verified,Jul-15,Fully Paid,house,Home buying,2.4,Apr-07,5,1,3723,26.2,5,f,INDIVIDUAL,0,0,"065 Martinez Flats
Port Samuel, AL 29597"
9000, 36 months,10.75,293.59,B,B4,Sushi chef,10+ years,RENT,25000,Source Verified,Jun-16,Fully Paid,debt_consolidation,Debt consolidation,8.79,Nov-99,5,0,5905,24.3,16,f,INDIVIDUAL,0,0,"53385 Williams Corner
North Alejandraport, SD 00813"
19600, 36 months,11.14,642.98,B,B2,Wal-Mart,6 years,RENT,44000,Verified,Dec-12,Fully Paid,debt_consolidation,Debt consolidation,20.78,Nov-05,8,0,2616,29.7,21,f,INDIVIDUAL,2,0,"460 Justin Squares
Buchananmouth, MA 70466"
17625, 36 months,18.49,641.53,D,D2,Vero Beach Surgery Center,10+ years,MORTGAGE,85000,Not Verified,May-13,Charged Off,debt_consolidation,Credit Consal.,23.22,Dec-92,17,0,52379,37.6,33,f,INDIVIDUAL,7,0,"84036 Myers Shore
West Thomashaven, OR 30723"
15000, 36 months,11.99,498.15,B,B3,Recruiter,7 years,MORTGAGE,72000,Source Verified,Nov-13,Fully Paid,debt_consolidation,Debt Consolidation,32.85,May-03,16,0,26124,50.8,28,f,INDIVIDUAL,1,0,"088 Erica Mall Apt. 059
North Paulchester, NH 29597"
11875, 36 months,20.31,443.2,D,D5,USPS,10+ years,OWN,56000,Verified,Jul-13,Fully Paid,debt_consolidation,Lets go on vacation & do the kitchen,5.42,Mar-86,16,1,6182,33.1,35,f,INDIVIDUAL,0,1,"816 Brown Turnpike
Port Kimberlyshire, KS 30723"
30000, 60 months,17.86,759.52,D,D5,IT Specialist,10+ years,MORTGAGE,74000,Verified,Apr-15,Charged Off,credit_card,Credit card refinancing,27.98,Dec-88,13,1,20002,86.6,18,w,INDIVIDUAL,1,0,"459 Mia Inlet
North Davidhaven, TN 86630"
10000, 36 months,17.57,359.38,D,D4,Branch Manager,< 1 year,RENT,80000,Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,17.69,May-89,13,1,9631,38.1,46,f,INDIVIDUAL,1,1,"8766 Cox Keys
Samuelfurt, OH 29597"
13075, 60 months,27.31,401.68,G,G2,Clerk-specialist level,10+ years,MORTGAGE,54777,Source Verified,Sep-15,Fully Paid,debt_consolidation,Debt consolidation,22,Dec-00,4,0,3845,59.2,27,f,INDIVIDUAL,2,0,"1532 Gill Greens Apt. 236
South Cassandrafurt, MN 48052"
35000, 60 months,19.99,927.1,E,E1,Transportation manager,10+ years,MORTGAGE,88500,Verified,Mar-14,Fully Paid,home_improvement,Home improvement,19.88,Mar-91,5,3,37256,79.6,22,f,INDIVIDUAL,2,0,"619 Daniels Junction Suite 249
Lake Frank, ME 29597"
6500, 36 months,9.75,208.98,B,B3,invoice,10+ years,RENT,40000,Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,34.86,Mar-05,10,1,4803,94.2,28,w,INDIVIDUAL,0,1,"631 Jill Rapids Suite 264
Russellfort, FL 70466"
12000, 36 months,6.49,367.74,A,A2,LPN,2 years,RENT,55000,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,14.05,Jun-10,11,0,6007,23.6,24,f,INDIVIDUAL,0,0,"536 Jack Forges Apt. 092
Petersonfurt, NE 30723"
21000, 60 months,22.99,591.88,F,F1,buyer,2 years,RENT,45000,Source Verified,Jan-15,Fully Paid,debt_consolidation,Home improvement,34.32,Jun-01,10,0,22739,75.5,42,w,INDIVIDUAL,2,0,"7914 Jason Inlet
West Stephenstad, SD 00813"
25000, 60 months,12.59,563.6,C,C2,manager,4 years,MORTGAGE,85000,Not Verified,Nov-15,Fully Paid,home_improvement,Home improvement,5.19,Dec-98,8,0,109715,49.8,21,w,INDIVIDUAL,6,0,"2705 Jennifer Trail Suite 049
Barryshire, VT 22690"
20000, 36 months,10.37,648.83,B,B3,HP,< 1 year,MORTGAGE,170000,Verified,Jan-11,Fully Paid,debt_consolidation,Debt Consolidation for Family,11.15,Jun-90,8,0,140820,76.2,19,f,INDIVIDUAL,,0,"USCGC Miller
FPO AE 22690"
5000, 36 months,9.17,159.4,B,B1,Administrative Specialist,10+ years,RENT,85000,Not Verified,Jul-14,Fully Paid,credit_card,Credit card refinancing,14.05,Jan-90,9,0,5353,46.5,21,w,INDIVIDUAL,4,0,"USNV Martinez
FPO AP 29597"
12000, 36 months,14.33,412.06,C,C1,miles electric co,10+ years,RENT,45000,Source Verified,Jun-13,Fully Paid,credit_card,2bettermylife,9.33,Jan-01,7,0,12126,89.8,17,w,INDIVIDUAL,0,0,"95976 Anthony Mall Suite 810
North Jessica, VT 00813"
10000, 36 months,13.53,339.5,B,B5,Program Manager,6 years,MORTGAGE,150000,Not Verified,Jan-14,Fully Paid,major_purchase,Major purchase,5.7,Sep-01,6,0,6675,72.6,28,f,INDIVIDUAL,0,0,"6132 Lopez Courts
South Rebecca, NJ 70466"
15000, 36 months,7.9,469.36,A,A4,Imclone,4 years,MORTGAGE,82000,Not Verified,Mar-12,Fully Paid,debt_consolidation,Debt consolidation,13.57,Nov-00,14,0,17196,69.1,33,f,INDIVIDUAL,,0,"83769 Green Road
Port Patriciastad, NV 00813"
20000, 60 months,22.45,557.51,F,F1,Dell Inc.,10+ years,MORTGAGE,90000,Verified,May-12,Charged Off,debt_consolidation,DebtConsolidation,14.11,Jan-94,6,0,17615,84.7,15,f,INDIVIDUAL,4,0,"096 Edwin Drives
Paulstad, VA 86630"
16800, 60 months,24.99,493.01,F,F3,Math Teacher,2 years,OWN,51000,Not Verified,Mar-16,Charged Off,credit_card,Credit card refinancing,25.01,Aug-02,8,1,16437,69.4,11,w,INDIVIDUAL,0,1,"42822 Frank Forges
New Dominiquetown, TX 11650"
5500, 36 months,13.11,185.61,B,B4,Smith & Wollensky,3 years,RENT,38000,Not Verified,Oct-12,Fully Paid,credit_card,Credit card pay off,6.76,Nov-03,5,0,5668,43.6,8,f,INDIVIDUAL,0,0,"316 Sharon Orchard
West Kyle, MS 29597"
13625, 36 months,14.64,469.92,C,C3,medical clinic coordinator,2 years,RENT,36000,Source Verified,Apr-14,Fully Paid,credit_card,Credit card refinancing,16.2,Jul-03,6,0,21496,79.3,6,f,INDIVIDUAL,0,0,"3712 Amanda Light
New Christopher, NC 00813"
8325, 36 months,16.99,296.77,D,D3,FSQA Supervisor II,5 years,RENT,54290,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,16.77,Jan-11,11,0,8331,40.2,18,w,INDIVIDUAL,0,0,"355 Mark Point Suite 713
Schaeferhaven, UT 22690"
6375, 36 months,24.5,251.79,F,F3,Installer,1 year,OWN,20000,Verified,May-14,Charged Off,other,Other,23.73,Aug-08,6,0,2912,64.7,7,f,INDIVIDUAL,0,0,"2912 Lopez Freeway Apt. 421
Alisonhaven, IN 22690"
10000, 36 months,17.99,361.48,D,D2,Quick Cash Advance LLC.,2 years,MORTGAGE,21000,Not Verified,May-12,Fully Paid,house,Home Improvement,2.16,Sep-06,3,0,1669,11.1,5,f,INDIVIDUAL,0,0,"629 Andrew View Apt. 306
East Ann, TN 30723"
13225, 36 months,12.35,441.48,B,B4,Lifepoint Hospitals,2 years,MORTGAGE,65300,Verified,Aug-13,Fully Paid,major_purchase,temp,10.47,Jun-94,13,0,20175,36.4,25,f,INDIVIDUAL,2,0,"8768 Megan Shoals Suite 325
West Kayla, DC 29597"
12000, 36 months,10.16,388.11,B,B1,"precision strip, inc",7 years,MORTGAGE,63000,Not Verified,Sep-12,Fully Paid,credit_card,consolidate,20.9,Jun-05,11,0,10965,43.7,25,f,INDIVIDUAL,2,0,"USNV Shepherd
FPO AE 05113"
35000, 36 months,9.16,1115.6,B,B2,"Manager Maintenance, Compliance",10+ years,MORTGAGE,110000,Verified,May-16,Fully Paid,debt_consolidation,Debt consolidation,12.57,Nov-97,13,0,58213,61,26,w,INDIVIDUAL,2,0,"3909 Bentley Mall
East Tammyside, AL 00813"
12000, 36 months,6.03,365.23,A,A1,Palm Beach County Sheriff's Office,10+ years,MORTGAGE,98794.08,Not Verified,Mar-12,Fully Paid,debt_consolidation,Ducks in a Row,4.49,May-96,15,0,18724,24.8,38,f,INDIVIDUAL,,0,"USS Moses
FPO AP 30723"
5000, 36 months,9.16,159.38,B,B2,,,MORTGAGE,20000,Verified,Feb-16,Fully Paid,debt_consolidation,Debt consolidation,20.41,Apr-10,12,1,1600,16.3,14,w,INDIVIDUAL,0,1,"76832 Benjamin Meadows
Lake Robertview, UT 05113"
11350, 36 months,16.55,402.13,D,D2,Assistant Store Director,10+ years,RENT,56300,Source Verified,Jun-15,Fully Paid,debt_consolidation,Debt consolidation,29.27,Dec-01,6,0,21016,88.7,22,f,INDIVIDUAL,3,0,"4964 Jeffery Grove
Webbfort, ID 48052"
9000, 36 months,13.67,306.16,B,B5,Case Manager,4 years,MORTGAGE,92000,Source Verified,Oct-13,Charged Off,home_improvement,Home project,11.31,Sep-06,13,0,14033,42.1,42,f,INDIVIDUAL,1,0,"Unit 1229 Box 9010
DPO AE 86630"
25000, 60 months,14.99,594.62,C,C5,Social worker,10+ years,RENT,65187.37,Verified,Jun-14,Fully Paid,credit_card,Credit card refinancing,8.21,May-93,7,0,10574,64.5,16,f,INDIVIDUAL,0,0,"959 Baker Fields Suite 016
Evansshire, NE 29597"
21000, 36 months,14.65,724.38,C,C2,FINGER LAKES DDSO,10+ years,MORTGAGE,60000,Verified,Jun-12,Fully Paid,home_improvement,TIME FOR CHANGE,21.14,May-89,20,0,15343,46.6,33,f,INDIVIDUAL,0,0,"PSC 1487, Box 3386
APO AP 29597"
13000, 36 months,12.49,434.84,B,B4,Field Nurse,5 years,RENT,52000,Source Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,15.44,Sep-05,9,0,9169,70.5,18,w,INDIVIDUAL,0,0,"929 Mora Locks
West Isaac, WV 48052"
9600, 36 months,15.61,335.67,D,D1,social service supervisor,10+ years,MORTGAGE,70000,Verified,Oct-14,Charged Off,credit_card,Credit card refinancing,23.5,Apr-00,18,0,0,0,50,f,INDIVIDUAL,4,0,"73385 Angela Fords Suite 938
Port Brittneyhaven, GA 86630"
2800, 36 months,10.16,90.56,B,B1,biomat,3 years,RENT,29000,Not Verified,Aug-12,Fully Paid,credit_card,Credit card refinancing,14.69,May-01,8,0,2763,38.9,27,f,INDIVIDUAL,0,0,"461 Ann Isle
Sarastad, OK 48052"
2200, 36 months,16.29,77.67,D,D2,Quality Control Specialist,10+ years,MORTGAGE,65500,Not Verified,Jul-14,Fully Paid,credit_card,Credit card refinancing,10.49,Jun-92,5,1,76757,16.2,9,f,INDIVIDUAL,2,0,"91467 Schmidt Lodge
Tracytown, KY 30723"
19200, 36 months,15.31,668.5,C,C5,Project manager ,3 years,MORTGAGE,88000,Source Verified,May-16,Fully Paid,debt_consolidation,Debt consolidation,24.09,Jan-06,9,0,10179,30.1,20,w,INDIVIDUAL,1,0,"220 Madeline Springs
West Oscartown, MI 05113"
9000, 36 months,11.55,297,B,B3,Dell Inc,6 years,MORTGAGE,110000,Not Verified,Aug-13,Fully Paid,debt_consolidation,Bill Consolidation and flooring,13.32,Sep-01,19,0,9248,58.9,49,f,INDIVIDUAL,2,0,"9670 Smith Island Suite 387
Lake Stephaniefurt, WI 29597"
8000, 36 months,6.62,245.63,A,A2,Machinist,6 years,MORTGAGE,80000,Verified,Apr-14,Fully Paid,credit_card,Credit card refinancing,26.39,Apr-86,12,0,19764,21.6,23,f,INDIVIDUAL,2,0,"225 Megan Lodge
Douglashaven, HI 22690"
5000, 36 months,17.76,180.17,D,D1,Office Assistant Sr,10+ years,RENT,42000,Source Verified,Nov-13,Fully Paid,other,Other,33.77,Aug-96,14,0,19118,82.1,25,f,INDIVIDUAL,1,0,"785 James Road Apt. 837
Charlesbury, DE 22690"
11800, 60 months,28.99,374.49,G,G5,,,RENT,44011,Verified,Jan-16,Fully Paid,debt_consolidation,Debt consolidation,15.68,Jun-04,9,1,6313,67.2,13,f,INDIVIDUAL,0,1,"3019 Smith Manors Suite 402
Lake Anthonyburgh, GA 22690"
7000, 36 months,6.24,213.72,A,A2,IT Process Manager,10+ years,MORTGAGE,96720,Not Verified,Jul-15,Fully Paid,home_improvement,Home improvement,22.03,Aug-97,12,0,3330,11.5,37,w,INDIVIDUAL,4,0,"3946 Stephen Ferry
Burnsmouth, NJ 30723"
35000, 60 months,23.1,988.68,E,E4,CHIEF ACCOUNTANT,8 years,MORTGAGE,125388,Verified,Oct-13,Fully Paid,debt_consolidation,DEBT CONSOLIDATION,25.77,May-84,26,0,128741,58.6,59,f,INDIVIDUAL,6,0,"78517 Gary Neck Suite 758
Jamesborough, MA 48052"
10800, 36 months,17.57,388.13,D,D4,CPHT,10+ years,RENT,45000,Source Verified,May-15,Charged Off,debt_consolidation,Debt consolidation,23.44,Jul-05,12,0,5400,29,30,f,INDIVIDUAL,0,0,"Unit 4273 Box 1314
DPO AP 30723"
11950, 36 months,13.99,408.37,C,C4,Customer Service Agent,10+ years,RENT,40000,Source Verified,Mar-15,Charged Off,debt_consolidation,Debt consolidation,17.76,Aug-03,14,1,7254,41,31,f,INDIVIDUAL,5,1,"011 Barrett Haven Apt. 426
Lake Dwaynetown, MD 11650"
16000, 36 months,15.61,559.44,D,D1,Assistant General Manager,10+ years,RENT,72000,Source Verified,May-15,Charged Off,major_purchase,Major purchase,11.38,May-11,5,0,999,22.7,5,f,INDIVIDUAL,0,0,"55885 Page Station Suite 564
Prattland, CT 48052"
18000, 36 months,11.14,590.5,B,B2,Advent International,6 years,RENT,85000,Not Verified,Apr-13,Charged Off,debt_consolidation,Credit card relief,11.54,Oct-02,12,0,3891,74.8,33,w,INDIVIDUAL,0,0,"9031 Cindy Corner Apt. 370
South Nicholashaven, IN 70466"
6000, 36 months,10.49,194.99,B,B3,Teacher ,6 years,RENT,50000,Not Verified,Oct-16,Fully Paid,debt_consolidation,Debt consolidation,21.65,Mar-05,10,0,6313,25.7,23,w,INDIVIDUAL,0,0,"USCGC Sandoval
FPO AP 00813"
33425, 36 months,17.57,1201.2,D,D4,Assistant Professor,5 years,RENT,76000,Verified,Jun-15,Fully Paid,credit_card,Credit card refinancing,17.43,Sep-02,11,0,38952,84.3,13,w,INDIVIDUAL,0,0,"0433 Michael Track
East Jennifer, MS 05113"
25600, 36 months,7.69,798.56,A,A4,Electrical Engineer,10+ years,MORTGAGE,105000,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,17.86,Jan-89,15,0,27528,53.1,35,w,INDIVIDUAL,10,0,"71558 Shaw Mountain Suite 811
West Robertmouth, MO 70466"
3550, 36 months,24.99,141.13,F,F4,professor,8 years,MORTGAGE,120000,Source Verified,Mar-14,Charged Off,debt_consolidation,Debt consolidation,6.77,Apr-07,6,0,8934,44.9,8,w,INDIVIDUAL,1,0,"3776 Henry Turnpike
New Amberton, CO 70466"
20000, 60 months,20.49,535.35,E,E4,Recruiter,3 years,MORTGAGE,68000,Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,23.72,Aug-99,11,1,6675,69.5,42,w,INDIVIDUAL,3,1,"95038 Chen Mill
Smithland, SD 30723"
18000, 60 months,7.89,364.03,A,A5,Manager,9 years,OWN,85000,Not Verified,Aug-15,Fully Paid,credit_card,Credit card refinancing,18.3,May-96,8,0,32606,71.5,24,w,INDIVIDUAL,2,0,"30189 Nelson Burg Suite 951
Alyssafurt, DC 00813"
12800, 60 months,22.7,358.64,E,E5,city of new haven p/w,10+ years,RENT,65000,Source Verified,Aug-13,Charged Off,other,Other,14.82,Oct-99,9,0,11347,24.6,13,f,INDIVIDUAL,0,0,"551 Samantha Junction Apt. 651
Juliastad, AK 93700"
16000, 60 months,13.33,366.76,C,C3,Executive Administrator,1 year,RENT,100000,Verified,Mar-15,Fully Paid,debt_consolidation,Debt consolidation,6.7,Oct-00,14,0,17309,60.9,27,w,INDIVIDUAL,0,0,"74650 Arellano Gateway
East Robert, WY 70466"
5600, 36 months,17.56,201.22,D,D1,Curtain Wall Design Consulting,1 year,RENT,103000,Not Verified,Sep-13,Fully Paid,wedding,Wedding Loan,14.46,Feb-92,9,1,9278,59.1,14,f,INDIVIDUAL,0,1,"045 Buchanan Falls Apt. 849
Schultzborough, ND 29597"
15000, 36 months,11.99,498.15,B,B5,Psychotherapist,7 years,RENT,62000,Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,26.56,Sep-99,23,0,27438,53.4,45,f,INDIVIDUAL,0,0,"2028 Perez Inlet
Lake Katherine, RI 05113"
16000, 60 months,16.99,397.56,D,D1,Courtroom Clerk,2 years,MORTGAGE,78200,Not Verified,Jul-16,Fully Paid,debt_consolidation,Debt consolidation,16.48,Jul-01,12,0,7513,33.2,21,w,INDIVIDUAL,6,0,"5538 Fowler Forges
South Marcus, HI 29597"
9000, 36 months,6.03,273.92,A,A1,Federal Law Enforcement,10+ years,MORTGAGE,145000,Not Verified,Jul-14,Fully Paid,credit_card,Credit card refinancing,15.42,Oct-01,19,0,11685,27.2,39,f,INDIVIDUAL,3,0,"291 John Knoll
Harrisonview, NV 00813"
15500, 36 months,10.15,501.24,B,B2,,,OWN,107000,Verified,Nov-14,Fully Paid,credit_card,Credit card refinancing,5.97,May-80,5,0,19492,73.8,20,f,INDIVIDUAL,1,0,"Unit 7905 Box 7021
DPO AP 30723"
6000, 36 months,10.99,196.41,B,B4,Supervisor,3 years,RENT,63000,Not Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,20.65,Aug-01,9,1,2815,25,22,w,INDIVIDUAL,2,1,"5130 Michele Drive
Emmaberg, IN 22690"
9000, 36 months,6.89,277.45,A,A3,Mechanic,4 years,RENT,65000,Source Verified,Jun-15,Fully Paid,debt_consolidation,Debt consolidation,8.77,Oct-08,18,0,3972,21.9,31,w,INDIVIDUAL,0,0,"12547 Patricia Dale
South Jason, MD 22690"
24000, 36 months,14.65,827.87,C,C5,Lab Director,4 years,RENT,100000,Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,5.22,Nov-07,5,0,4616,26.4,10,f,INDIVIDUAL,0,0,"59579 Hodges Forge
South Shawn, MI 29597"
35000, 60 months,17.57,880.61,D,D4,teacher,10+ years,MORTGAGE,150000,Source Verified,Sep-15,Charged Off,debt_consolidation,Debt consolidation,15.31,Jan-98,42,0,44777,62.7,52,f,INDIVIDUAL,1,0,"USCGC Santana
FPO AA 11650"
30000, 60 months,19.52,786.83,E,E3,cbp officer,7 years,MORTGAGE,101000,Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,19.88,Apr-97,13,0,16300,48.7,30,f,INDIVIDUAL,6,0,"8420 John Fork Apt. 046
West Pamelaside, UT 30723"
